,id,uuid,record,associaties_Categorie2,Opgeschoond,associaties_positief_Categorie2,associaties_relevant_Categorie2
Amstel,401,hh5thmw4dw30y91u,1654,Amstel,Amstel,Positief,Relevant bij het kopen van pils
Amstel,415,xm4s5y9jqcu6rj4z,1719,Amstel,Amstel,Positief,Relevant bij het kopen van pils
Amstel,462,rc7keew278rg0za5,2009,Amstel,Amstel,Neutraal,Relevant bij het kopen van pils
Amstel,476,dujzb44xaq8g1etg,2063,Amstel,Amstel,Positief,Relevant bij het kopen van pils
Amstel,493,e7v8ksn9xppc4kdr,2203,Amstel,Amstel,Positief,Niet bij het kopen van pils
Amstel,506,dtm2v379uhha9tnj,286,Amstel,Amstel,Neutraal,Relevant bij het kopen van pils
Amstel,510,1ujrvyzwyr37e0rb,311,Amstel,Amstel,Positief,Relevant bij het kopen van pils
Amstel,516,4af2qn1j5y46yqw3,423,Amstel,Amstel,Positief,Niet bij het kopen van pils
Amstel,522,1pxj3rbhmr406dww,599,Amstel,Amstel,Neutraal,Niet bij het kopen van pils
Amstel,550,4nqmmpcnggwmjd82,1336,Amstel,Amstel,Positief,Relevant bij het kopen van pils
Amstel,557,0pepd0gxx1u2c5q9,1421,Amstel,Amstel,Positief,Relevant bij het kopen van pils
Amstel,564,e1ys4fz9pqmzkyc6,1461,Amstel,Amstel,Positief,Relevant bij het kopen van pils
Amstel,567,2p12rerdaesrrqcv,1505,Amstel,Amstel,Positief,Relevant bij het kopen van pils
Amstel,576,jgwvrme4u3xmvwhf,1577,Amstel,Amstel,Positief,Relevant bij het kopen van pils
Amstel,591,eqatudne7022jwkq,1758,Amstel,Amstel,Positief,Relevant bij het kopen van pils
Amstel,607,3add9w4mr4tr2dst,2073,Amstel,Amstel,Positief,Relevant bij het kopen van pils
amstel,2,0ghjsp3x4hswx5vm,10,amstel,amstel,Neutraal,Niet bij het kopen van pils
amstel,21,8fczwfzjqm9a7dt5,72,amstel,amstel,Neutraal,Niet bij het kopen van pils
amstel,36,hbrbhhjq3810sty3,138,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,42,cgu0z514sfs64py7,161,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,44,ggyy85dw7517h5qb,164,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,45,e5payq5sc5mvx5y7,166,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,52,c8xj5m29b4v7b9p3,185,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,54,4rqt9yuyajcn9quv,192,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,65,zww4a7k1uke6h036,231,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,70,ytyp7f4s8325pk68,252,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,80,j5byecdpjeqmet9k,275,amstel,amstel,Neutraal,Relevant bij het kopen van pils
amstel,97,ys4kss0zajkcp8yu,336,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,123,d9h6fdqrbk3dbpp5,482,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,129,03rzhmwtps0tnwv7,509,amstel,amstel,Neutraal,Niet bij het kopen van pils
amstel,176,5xpphz2dq3y2v7a8,707,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,183,j6js930jppdx45dh,736,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,186,4565tbbguq0djsqy,742,amstel,amstel,Positief,Niet bij het kopen van pils
amstel,215,wsp1d6grzn09xuzd,836,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,216,0w77vbm3tcbjwctn,837,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,221,c6h6ft1tspww22m6,852,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,241,m04eku08g09ajcb2,921,amstel,amstel,Neutraal,Niet bij het kopen van pils
amstel,249,v88wk2rzpsp6mauk,938,amstel,amstel,Negatief,Relevant bij het kopen van pils
amstel,267,tc25frsvs9431ys7,993,amstel,amstel,Negatief,Niet bij het kopen van pils
amstel,270,m377g25kp685f2vz,998,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,282,c0ph7wtq8mrtywvf,1055,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,288,q9g5dv9qqfyu9p05,1074,amstel,amstel,Positief,Niet bij het kopen van pils
amstel,290,td0cs6h1zdv82vkc,1079,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,291,9j0guf9d0aytyf7z,1082,amstel,amstel,Neutraal,Niet bij het kopen van pils
amstel,293,w9stc4b30a0du0wx,1086,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,320,sp3ntfnq9hs28rc0,1176,amstel,amstel,Neutraal,Relevant bij het kopen van pils
amstel,321,5usfdq0f3ncsz59n,1182,amstel,amstel,Neutraal,Relevant bij het kopen van pils
amstel,324,anupgc0gbs26gch7,1212,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,358,9cj36ud7x71yhsjj,1374,amstel,amstel,Neutraal,Relevant bij het kopen van pils
amstel,361,nsnfqgyc3rqh2qv8,1393,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,371,6d05uk88ptra77n8,1433,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,378,pda07h2gwgwv3xs0,1488,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,385,sft2hb8ens3qxkrq,1523,amstel,amstel,Neutraal,Niet bij het kopen van pils
amstel,399,j0ev3qz369jykzp0,1616,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,418,h4kbfrckxrdfy8gx,1729,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,452,kcpnswudmvymk0sv,1912,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,464,tcn60kbjdk31gh2d,2016,amstel,amstel,Neutraal,Relevant bij het kopen van pils
amstel,471,h0pbx1by7f4avj88,2042,amstel,amstel,Negatief,Niet bij het kopen van pils
amstel,473,3h814byux6dymabf,2044,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,477,sfur8186g1gda560,2066,amstel,amstel,Neutraal,Niet bij het kopen van pils
amstel,498,vshfge223xnfqv99,59,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,509,8b4hsa4jr483vsmf,310,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,514,ja3098c6b9eabh06,411,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,525,q9xfekywa5v1f8hn,633,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,526,zx1taqrjquqypjkb,644,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,555,7q1zu01pb9v4zc4q,1402,amstel,amstel,Negatief,Niet bij het kopen van pils
amstel,561,vpu1ygpm4wfdmu4v,1435,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,573,n0hg6dwbqvqyddvk,1551,amstel,amstel,Negatief,Niet bij het kopen van pils
amstel,596,2nek6ab6m3427hwa,1835,amstel,amstel,Neutraal,Niet bij het kopen van pils
amstel,605,830mkyncch0qfa0n,2026,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,610,fxb8wce12xkvyg09,2116,amstel,amstel,Positief,Relevant bij het kopen van pils
amstel,613,cem4y6rhk3ktvczt,2175,amstel,amstel,Neutraal,Niet bij het kopen van pils
amstel,617,9zhygcsant5k0ap4,2213,amstel,amstel,Positief,Relevant bij het kopen van pils
Alleen~of~samen~met~anderen,167,t1hkf1vqwd5y0d0s,673,Alleen of samen met anderen,Alleen of samen met anderen,Neutraal,Relevant bij het kopen van pils
Alfa,63,x0f8tmedg6a2tckr,219,Alfa,Alfa,Positief,Relevant bij het kopen van pils
Alfa,189,60ys1gxmg11hbvnf,754,Alfa,Alfa,Neutraal,Niet bij het kopen van pils
Alfa,319,5rf5x79vvbp88kza,1175,Alfa,Alfa,Positief,Relevant bij het kopen van pils
Alfa,541,gmuq1abmx2csaupq,1177,Alfa,Alfa,Positief,Relevant bij het kopen van pils
alfa,330,ksjepkygk0v3nnj4,1234,alfa,alfa,Positief,Relevant bij het kopen van pils
alfa,561,vpu1ygpm4wfdmu4v,1435,alfa,alfa,Neutraal,Niet bij het kopen van pils
alcoholvrij~bier,208,4tdasp7h1nz4sz7d,800,alcoholvrij bier,alcoholvrij bier,Neutraal,Niet bij het kopen van pils
alcoholvrij~bier,279,husjnhkc7h334zzp,1032,alcohol-vrij,alcoholvrij bier,Positief,Relevant bij het kopen van pils
Alcohol~percentage,585,3966k9sm8msjfa6v,1666,Alcohol percentage,Alcohol percentage,Positief,Relevant bij het kopen van pils
Alcohol,57,70fnyhqtmeekcmjc,205,Alcohol,Alcohol,Neutraal,Relevant bij het kopen van pils
Alcohol,83,bswwup37nzca8z0d,288,Alcohol,Alcohol,Neutraal,Niet bij het kopen van pils
Alcohol,287,r87w0uamgs8h1xs2,1068,Alcohol,Alcohol,Positief,Relevant bij het kopen van pils
Alcohol,372,cbgpakx6hfuk0h7y,1439,Alcohol,Alcohol,Neutraal,Niet bij het kopen van pils
Alcohol,422,a5arcbd1p3cup082,1740,Alcohol,Alcohol,Negatief,Niet bij het kopen van pils
Alcohol,455,hd9nb0dkk6a6mybz,1960,Alcohol,Alcohol,Positief,Relevant bij het kopen van pils
Alcohol,468,09e4ghaegtp18hrm,2029,Alcohol,Alcohol,Neutraal,Niet bij het kopen van pils
alcohol,115,5x21rhdvsgxcqmsa,436,alcohol,alcohol,Neutraal,Niet bij het kopen van pils
alcohol,248,pvn9dj1g8vdtar58,935,alcohol,alcohol,Neutraal,Relevant bij het kopen van pils
alcohol,254,au0gre9nkcjj4uz0,954,alcohol,alcohol,Positief,Relevant bij het kopen van pils
alcohol,279,husjnhkc7h334zzp,1032,alcohol,alcohol,Positief,Relevant bij het kopen van pils
alcohol,453,bkam36hg0mg90r6g,1924,alcohol,alcohol,Positief,Relevant bij het kopen van pils
alcohol,492,kgefk41sw7gk7f3f,2199,alcohol,alcohol,Positief,Relevant bij het kopen van pils
alcohol,590,5pknzh5yvgv4x96v,1755,alcohol,alcohol,Neutraal,Relevant bij het kopen van pils
alcohol,543,bwgz9apwuu3bq7d9,1218,alchool,alcohol,Positief,Relevant bij het kopen van pils
alcohol,191,1gwsbxsd2gddfvc4,766,Alchol,alcohol,Negatief,Relevant bij het kopen van pils
alcohol,350,dtyzv6sgjegakj3p,1348,alchohol,alcohol,Positief,Relevant bij het kopen van pils
alcohol,94,dcuv4z83wv7gyaws,324,alcahol,alcohol,Neutraal,Relevant bij het kopen van pils
afdronk,445,r3gy4uwv18ba23v3,1879,afdronk,afdronk,Positief,Relevant bij het kopen van pils
Aangeschoten~worden,337,cb8mwxtxec2tpyj0,1287,Aangeschoten worden,Aangeschoten worden,Positief,Relevant bij het kopen van pils
aanbieding,355,xr82pz30jvveabjn,1358,aanbieding,aanbieding,Positief,Relevant bij het kopen van pils
5%,393,apd1sgqe1h1r7e1b,1569,5%,5%,Neutraal,Relevant bij het kopen van pils
5~%,75,bq557zeqh7h0mh7t,258,5 %,5 %,Neutraal,Relevant bij het kopen van pils
,380,cxmh6rcg0djy9jxh,1502,.,,Neutraal,Niet bij het kopen van pils
,595,pa8u1hpnvbxnnc06,1805,",",,Positief,Relevant bij het kopen van pils
,569,4xc25y4s0jchnrs3,1514,--,,Neutraal,Relevant bij het kopen van pils
,1,ystezfdpfhnw8gf2,6,,,#NULL!,#NULL!
,1,ystezfdpfhnw8gf2,6,,,#NULL!,#NULL!
,1,ystezfdpfhnw8gf2,6,,,#NULL!,#NULL!
,1,ystezfdpfhnw8gf2,6,,,#NULL!,#NULL!
,1,ystezfdpfhnw8gf2,6,,,#NULL!,#NULL!
,1,ystezfdpfhnw8gf2,6,,,#NULL!,#NULL!
,1,ystezfdpfhnw8gf2,6,,,#NULL!,#NULL!
,1,ystezfdpfhnw8gf2,6,,,#NULL!,#NULL!
,2,0ghjsp3x4hswx5vm,10,,,#NULL!,#NULL!
,2,0ghjsp3x4hswx5vm,10,,,#NULL!,#NULL!
,2,0ghjsp3x4hswx5vm,10,,,#NULL!,#NULL!
,2,0ghjsp3x4hswx5vm,10,,,#NULL!,#NULL!
,2,0ghjsp3x4hswx5vm,10,,,#NULL!,#NULL!
,2,0ghjsp3x4hswx5vm,10,,,#NULL!,#NULL!
,2,0ghjsp3x4hswx5vm,10,,,#NULL!,#NULL!
,2,0ghjsp3x4hswx5vm,10,,,#NULL!,#NULL!
,3,xh6heqtr2tzekcdr,14,,,#NULL!,#NULL!
,3,xh6heqtr2tzekcdr,14,,,#NULL!,#NULL!
,3,xh6heqtr2tzekcdr,14,,,#NULL!,#NULL!
,3,xh6heqtr2tzekcdr,14,,,#NULL!,#NULL!
,3,xh6heqtr2tzekcdr,14,,,#NULL!,#NULL!
,3,xh6heqtr2tzekcdr,14,,,#NULL!,#NULL!
,3,xh6heqtr2tzekcdr,14,,,#NULL!,#NULL!
,4,ks4crmwhm9e0vrpw,15,,,#NULL!,#NULL!
,4,ks4crmwhm9e0vrpw,15,,,#NULL!,#NULL!
,4,ks4crmwhm9e0vrpw,15,,,#NULL!,#NULL!
,4,ks4crmwhm9e0vrpw,15,,,#NULL!,#NULL!
,4,ks4crmwhm9e0vrpw,15,,,#NULL!,#NULL!
,4,ks4crmwhm9e0vrpw,15,,,#NULL!,#NULL!
,5,q7nq8we6dykemr64,16,,,#NULL!,#NULL!
,5,q7nq8we6dykemr64,16,,,#NULL!,#NULL!
,5,q7nq8we6dykemr64,16,,,#NULL!,#NULL!
,5,q7nq8we6dykemr64,16,,,#NULL!,#NULL!
,5,q7nq8we6dykemr64,16,,,#NULL!,#NULL!
,5,q7nq8we6dykemr64,16,,,#NULL!,#NULL!
,5,q7nq8we6dykemr64,16,,,#NULL!,#NULL!
,6,1d1ebj408vx5jg11,17,,,#NULL!,#NULL!
,6,1d1ebj408vx5jg11,17,,,#NULL!,#NULL!
,6,1d1ebj408vx5jg11,17,,,#NULL!,#NULL!
,6,1d1ebj408vx5jg11,17,,,#NULL!,#NULL!
,6,1d1ebj408vx5jg11,17,,,#NULL!,#NULL!
,6,1d1ebj408vx5jg11,17,,,#NULL!,#NULL!
,6,1d1ebj408vx5jg11,17,,,#NULL!,#NULL!
,6,1d1ebj408vx5jg11,17,,,#NULL!,#NULL!
,6,1d1ebj408vx5jg11,17,,,#NULL!,#NULL!
,7,dt95n985txe3583w,18,,,#NULL!,#NULL!
,7,dt95n985txe3583w,18,,,#NULL!,#NULL!
,7,dt95n985txe3583w,18,,,#NULL!,#NULL!
,7,dt95n985txe3583w,18,,,#NULL!,#NULL!
,7,dt95n985txe3583w,18,,,#NULL!,#NULL!
,7,dt95n985txe3583w,18,,,#NULL!,#NULL!
,7,dt95n985txe3583w,18,,,#NULL!,#NULL!
,8,s99c4axghku29ntc,31,,,#NULL!,#NULL!
,8,s99c4axghku29ntc,31,,,#NULL!,#NULL!
,8,s99c4axghku29ntc,31,,,#NULL!,#NULL!
,8,s99c4axghku29ntc,31,,,#NULL!,#NULL!
,8,s99c4axghku29ntc,31,,,#NULL!,#NULL!
,8,s99c4axghku29ntc,31,,,#NULL!,#NULL!
,8,s99c4axghku29ntc,31,,,#NULL!,#NULL!
,9,xkdawsu6yvueqtty,33,,,#NULL!,#NULL!
,9,xkdawsu6yvueqtty,33,,,#NULL!,#NULL!
,9,xkdawsu6yvueqtty,33,,,#NULL!,#NULL!
,9,xkdawsu6yvueqtty,33,,,#NULL!,#NULL!
,9,xkdawsu6yvueqtty,33,,,#NULL!,#NULL!
,10,4memqr0p2kn49a6r,34,,,#NULL!,#NULL!
,10,4memqr0p2kn49a6r,34,,,#NULL!,#NULL!
,10,4memqr0p2kn49a6r,34,,,#NULL!,#NULL!
,10,4memqr0p2kn49a6r,34,,,#NULL!,#NULL!
,10,4memqr0p2kn49a6r,34,,,#NULL!,#NULL!
,11,zfc0bjg2c51eduk8,38,,,#NULL!,#NULL!
,11,zfc0bjg2c51eduk8,38,,,#NULL!,#NULL!
,11,zfc0bjg2c51eduk8,38,,,#NULL!,#NULL!
,11,zfc0bjg2c51eduk8,38,,,#NULL!,#NULL!
,11,zfc0bjg2c51eduk8,38,,,#NULL!,#NULL!
,11,zfc0bjg2c51eduk8,38,,,#NULL!,#NULL!
,11,zfc0bjg2c51eduk8,38,,,#NULL!,#NULL!
,12,b8ggzucemnbh2r72,39,,,#NULL!,#NULL!
,12,b8ggzucemnbh2r72,39,,,#NULL!,#NULL!
,12,b8ggzucemnbh2r72,39,,,#NULL!,#NULL!
,12,b8ggzucemnbh2r72,39,,,#NULL!,#NULL!
,12,b8ggzucemnbh2r72,39,,,#NULL!,#NULL!
,12,b8ggzucemnbh2r72,39,,,#NULL!,#NULL!
,12,b8ggzucemnbh2r72,39,,,#NULL!,#NULL!
,13,8x41r8qu26mmfy4u,41,,,#NULL!,#NULL!
,13,8x41r8qu26mmfy4u,41,,,#NULL!,#NULL!
,13,8x41r8qu26mmfy4u,41,,,#NULL!,#NULL!
,13,8x41r8qu26mmfy4u,41,,,#NULL!,#NULL!
,13,8x41r8qu26mmfy4u,41,,,#NULL!,#NULL!
,13,8x41r8qu26mmfy4u,41,,,#NULL!,#NULL!
,14,3wf4t8ubpph0prkz,43,,,#NULL!,#NULL!
,14,3wf4t8ubpph0prkz,43,,,#NULL!,#NULL!
,14,3wf4t8ubpph0prkz,43,,,#NULL!,#NULL!
,14,3wf4t8ubpph0prkz,43,,,#NULL!,#NULL!
,14,3wf4t8ubpph0prkz,43,,,#NULL!,#NULL!
,14,3wf4t8ubpph0prkz,43,,,#NULL!,#NULL!
,14,3wf4t8ubpph0prkz,43,,,#NULL!,#NULL!
,14,3wf4t8ubpph0prkz,43,,,#NULL!,#NULL!
,15,bn873gpehn3yv11v,51,,,#NULL!,#NULL!
,15,bn873gpehn3yv11v,51,,,#NULL!,#NULL!
,15,bn873gpehn3yv11v,51,,,#NULL!,#NULL!
,15,bn873gpehn3yv11v,51,,,#NULL!,#NULL!
,15,bn873gpehn3yv11v,51,,,#NULL!,#NULL!
,15,bn873gpehn3yv11v,51,,,#NULL!,#NULL!
,15,bn873gpehn3yv11v,51,,,#NULL!,#NULL!
,15,bn873gpehn3yv11v,51,,,#NULL!,#NULL!
,15,bn873gpehn3yv11v,51,,,#NULL!,#NULL!
,16,11fbu6h1xnt3jadx,54,,,#NULL!,#NULL!
,16,11fbu6h1xnt3jadx,54,,,#NULL!,#NULL!
,16,11fbu6h1xnt3jadx,54,,,#NULL!,#NULL!
,16,11fbu6h1xnt3jadx,54,,,#NULL!,#NULL!
,16,11fbu6h1xnt3jadx,54,,,#NULL!,#NULL!
,16,11fbu6h1xnt3jadx,54,,,#NULL!,#NULL!
,16,11fbu6h1xnt3jadx,54,,,#NULL!,#NULL!
,17,wekwp8bcejm3bnkc,56,,,#NULL!,#NULL!
,17,wekwp8bcejm3bnkc,56,,,#NULL!,#NULL!
,17,wekwp8bcejm3bnkc,56,,,#NULL!,#NULL!
,17,wekwp8bcejm3bnkc,56,,,#NULL!,#NULL!
,17,wekwp8bcejm3bnkc,56,,,#NULL!,#NULL!
,17,wekwp8bcejm3bnkc,56,,,#NULL!,#NULL!
,17,wekwp8bcejm3bnkc,56,,,#NULL!,#NULL!
,17,wekwp8bcejm3bnkc,56,,,#NULL!,#NULL!
,17,wekwp8bcejm3bnkc,56,,,#NULL!,#NULL!
,18,4ctwuh1hy2t7m12b,60,,,#NULL!,#NULL!
,18,4ctwuh1hy2t7m12b,60,,,#NULL!,#NULL!
,18,4ctwuh1hy2t7m12b,60,,,#NULL!,#NULL!
,18,4ctwuh1hy2t7m12b,60,,,#NULL!,#NULL!
,18,4ctwuh1hy2t7m12b,60,,,#NULL!,#NULL!
,18,4ctwuh1hy2t7m12b,60,,,#NULL!,#NULL!
,18,4ctwuh1hy2t7m12b,60,,,#NULL!,#NULL!
,18,4ctwuh1hy2t7m12b,60,,,#NULL!,#NULL!
,18,4ctwuh1hy2t7m12b,60,,,#NULL!,#NULL!
,19,6h1bew3yqkmqgkak,64,,,#NULL!,#NULL!
,19,6h1bew3yqkmqgkak,64,,,#NULL!,#NULL!
,19,6h1bew3yqkmqgkak,64,,,#NULL!,#NULL!
,19,6h1bew3yqkmqgkak,64,,,#NULL!,#NULL!
,19,6h1bew3yqkmqgkak,64,,,#NULL!,#NULL!
,19,6h1bew3yqkmqgkak,64,,,#NULL!,#NULL!
,20,x8eyybpd2qmc5b1t,69,,,#NULL!,#NULL!
,20,x8eyybpd2qmc5b1t,69,,,#NULL!,#NULL!
,20,x8eyybpd2qmc5b1t,69,,,#NULL!,#NULL!
,20,x8eyybpd2qmc5b1t,69,,,#NULL!,#NULL!
,20,x8eyybpd2qmc5b1t,69,,,#NULL!,#NULL!
,20,x8eyybpd2qmc5b1t,69,,,#NULL!,#NULL!
,20,x8eyybpd2qmc5b1t,69,,,#NULL!,#NULL!
,21,8fczwfzjqm9a7dt5,72,,,#NULL!,#NULL!
,21,8fczwfzjqm9a7dt5,72,,,#NULL!,#NULL!
,22,1mgh0an8d46mtrv9,85,,,#NULL!,#NULL!
,22,1mgh0an8d46mtrv9,85,,,#NULL!,#NULL!
,22,1mgh0an8d46mtrv9,85,,,#NULL!,#NULL!
,22,1mgh0an8d46mtrv9,85,,,#NULL!,#NULL!
,22,1mgh0an8d46mtrv9,85,,,#NULL!,#NULL!
,22,1mgh0an8d46mtrv9,85,,,#NULL!,#NULL!
,22,1mgh0an8d46mtrv9,85,,,#NULL!,#NULL!
,22,1mgh0an8d46mtrv9,85,,,#NULL!,#NULL!
,22,1mgh0an8d46mtrv9,85,,,#NULL!,#NULL!
,23,rn74cy7xavwz06r9,86,,,#NULL!,#NULL!
,23,rn74cy7xavwz06r9,86,,,#NULL!,#NULL!
,23,rn74cy7xavwz06r9,86,,,#NULL!,#NULL!
,23,rn74cy7xavwz06r9,86,,,#NULL!,#NULL!
,23,rn74cy7xavwz06r9,86,,,#NULL!,#NULL!
,23,rn74cy7xavwz06r9,86,,,#NULL!,#NULL!
,23,rn74cy7xavwz06r9,86,,,#NULL!,#NULL!
,23,rn74cy7xavwz06r9,86,,,#NULL!,#NULL!
,23,rn74cy7xavwz06r9,86,,,#NULL!,#NULL!
,24,wd4tvfhf5gx47k05,94,,,#NULL!,#NULL!
,24,wd4tvfhf5gx47k05,94,,,#NULL!,#NULL!
,24,wd4tvfhf5gx47k05,94,,,#NULL!,#NULL!
,24,wd4tvfhf5gx47k05,94,,,#NULL!,#NULL!
,24,wd4tvfhf5gx47k05,94,,,#NULL!,#NULL!
,24,wd4tvfhf5gx47k05,94,,,#NULL!,#NULL!
,24,wd4tvfhf5gx47k05,94,,,#NULL!,#NULL!
,25,9sk0j2m62bvvcuez,95,,,#NULL!,#NULL!
,25,9sk0j2m62bvvcuez,95,,,#NULL!,#NULL!
,25,9sk0j2m62bvvcuez,95,,,#NULL!,#NULL!
,25,9sk0j2m62bvvcuez,95,,,#NULL!,#NULL!
,25,9sk0j2m62bvvcuez,95,,,#NULL!,#NULL!
,25,9sk0j2m62bvvcuez,95,,,#NULL!,#NULL!
,25,9sk0j2m62bvvcuez,95,,,#NULL!,#NULL!
,25,9sk0j2m62bvvcuez,95,,,#NULL!,#NULL!
,25,9sk0j2m62bvvcuez,95,,,#NULL!,#NULL!
,26,hzvt4e1z4kg5we1k,97,,,#NULL!,#NULL!
,26,hzvt4e1z4kg5we1k,97,,,#NULL!,#NULL!
,26,hzvt4e1z4kg5we1k,97,,,#NULL!,#NULL!
,26,hzvt4e1z4kg5we1k,97,,,#NULL!,#NULL!
,26,hzvt4e1z4kg5we1k,97,,,#NULL!,#NULL!
,26,hzvt4e1z4kg5we1k,97,,,#NULL!,#NULL!
,26,hzvt4e1z4kg5we1k,97,,,#NULL!,#NULL!
,26,hzvt4e1z4kg5we1k,97,,,#NULL!,#NULL!
,27,8kxrhhy46nsrav28,98,,,#NULL!,#NULL!
,27,8kxrhhy46nsrav28,98,,,#NULL!,#NULL!
,27,8kxrhhy46nsrav28,98,,,#NULL!,#NULL!
,27,8kxrhhy46nsrav28,98,,,#NULL!,#NULL!
,27,8kxrhhy46nsrav28,98,,,#NULL!,#NULL!
,27,8kxrhhy46nsrav28,98,,,#NULL!,#NULL!
,27,8kxrhhy46nsrav28,98,,,#NULL!,#NULL!
,27,8kxrhhy46nsrav28,98,,,#NULL!,#NULL!
,28,dayy5s6z1mvvja6d,103,,,#NULL!,#NULL!
,28,dayy5s6z1mvvja6d,103,,,#NULL!,#NULL!
,28,dayy5s6z1mvvja6d,103,,,#NULL!,#NULL!
,28,dayy5s6z1mvvja6d,103,,,#NULL!,#NULL!
,28,dayy5s6z1mvvja6d,103,,,#NULL!,#NULL!
,28,dayy5s6z1mvvja6d,103,,,#NULL!,#NULL!
,28,dayy5s6z1mvvja6d,103,,,#NULL!,#NULL!
,28,dayy5s6z1mvvja6d,103,,,#NULL!,#NULL!
,29,gu206mjjbv1smukz,104,,,#NULL!,#NULL!
,29,gu206mjjbv1smukz,104,,,#NULL!,#NULL!
,29,gu206mjjbv1smukz,104,,,#NULL!,#NULL!
,29,gu206mjjbv1smukz,104,,,#NULL!,#NULL!
,29,gu206mjjbv1smukz,104,,,#NULL!,#NULL!
,29,gu206mjjbv1smukz,104,,,#NULL!,#NULL!
,29,gu206mjjbv1smukz,104,,,#NULL!,#NULL!
,30,r6kfj06a5rbbc1zn,108,,,#NULL!,#NULL!
,30,r6kfj06a5rbbc1zn,108,,,#NULL!,#NULL!
,30,r6kfj06a5rbbc1zn,108,,,#NULL!,#NULL!
,31,76df8quwcaqhghk6,117,,,#NULL!,#NULL!
,31,76df8quwcaqhghk6,117,,,#NULL!,#NULL!
,31,76df8quwcaqhghk6,117,,,#NULL!,#NULL!
,31,76df8quwcaqhghk6,117,,,#NULL!,#NULL!
,31,76df8quwcaqhghk6,117,,,#NULL!,#NULL!
,31,76df8quwcaqhghk6,117,,,#NULL!,#NULL!
,31,76df8quwcaqhghk6,117,,,#NULL!,#NULL!
,32,27my9zjndfvc4skq,121,,,#NULL!,#NULL!
,32,27my9zjndfvc4skq,121,,,#NULL!,#NULL!
,32,27my9zjndfvc4skq,121,,,#NULL!,#NULL!
,32,27my9zjndfvc4skq,121,,,#NULL!,#NULL!
,32,27my9zjndfvc4skq,121,,,#NULL!,#NULL!
,32,27my9zjndfvc4skq,121,,,#NULL!,#NULL!
,32,27my9zjndfvc4skq,121,,,#NULL!,#NULL!
,32,27my9zjndfvc4skq,121,,,#NULL!,#NULL!
,32,27my9zjndfvc4skq,121,,,#NULL!,#NULL!
,33,37ymdpkhbu0dgjaj,127,,,#NULL!,#NULL!
,33,37ymdpkhbu0dgjaj,127,,,#NULL!,#NULL!
,33,37ymdpkhbu0dgjaj,127,,,#NULL!,#NULL!
,33,37ymdpkhbu0dgjaj,127,,,#NULL!,#NULL!
,33,37ymdpkhbu0dgjaj,127,,,#NULL!,#NULL!
,33,37ymdpkhbu0dgjaj,127,,,#NULL!,#NULL!
,33,37ymdpkhbu0dgjaj,127,,,#NULL!,#NULL!
,33,37ymdpkhbu0dgjaj,127,,,#NULL!,#NULL!
,34,my2hw52v7we1yjac,131,,,#NULL!,#NULL!
,34,my2hw52v7we1yjac,131,,,#NULL!,#NULL!
,34,my2hw52v7we1yjac,131,,,#NULL!,#NULL!
,34,my2hw52v7we1yjac,131,,,#NULL!,#NULL!
,34,my2hw52v7we1yjac,131,,,#NULL!,#NULL!
,34,my2hw52v7we1yjac,131,,,#NULL!,#NULL!
,34,my2hw52v7we1yjac,131,,,#NULL!,#NULL!
,34,my2hw52v7we1yjac,131,,,#NULL!,#NULL!
,34,my2hw52v7we1yjac,131,,,#NULL!,#NULL!
,35,2f1hm451pr3b5ahz,133,,,#NULL!,#NULL!
