Associaties;Positief/negatief;Relevant/niet relevant;Socdemo;Missie;Kopen Energiedrank;Drinken energiedrank;Kopen Red Bull;;;Positief/negatief;Relevant/niet relevant
red bull;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 35-49;Take with;Minder dan 1x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
red bull;Positief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Take with;1-2x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Niet relevant wanneer ik energiedrank koop
red bull;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
red bull;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Take with;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
red bull;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - functional;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
red bull;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 50-65;Direct consumption - functional;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
red bull;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
red bull;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - functional;1x per maand;5-11x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
red bull;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - functional;3-4x per jaar;5-11x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
red bull;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
red bull;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;Minder dan 1x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
piek;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Fill up;3-4x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
oranje kleur;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 35-49;On the go;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
Opwekker;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - social;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Oppepper;Positief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;Fill up;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
oppepper;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;Fill up;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
oppepper;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - functional;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Oppeppend;Positief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - social;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Niet relevant wanneer ik energiedrank koop
opkikker;Positief;Relevant wanneer ik energiedrank koop;Man 50-65;Stocking up;3-4x per jaar;Nooit;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
opkikker;Positief;Relevant wanneer ik energiedrank koop;Man 50-65;Fill up;3-4x per jaar;5-11x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
opkikker;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Take with;5-11x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
opkikker;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - social;1x per maand;1x per maand;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
opkikker;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 50-65;Direct consumption - social;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
opkikker;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - social;5-11x per jaar;5-11x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Op pepper;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Fill up;1x per dag;1x per dag;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
onzin;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;On the go;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
Ongezond;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;5-11x per jaar;5-11x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
Ongezond;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
Ongezond;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Fill up;Minder dan 1x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
Ongezond;Negatief;Relevant wanneer ik energiedrank koop;Man 15-34;On the go;5-11x per jaar;5-11x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
Ongezond;Negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Take with;Minder dan 1x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
Ongezond;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
Ongezond;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
Ongezond;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;1-2x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
Ongezond;Negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - social;1x per maand;1x per maand;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
ongezond;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Stocking up;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
ongezond;Negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Fill up;1-2x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
ongezond;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;On the go;5-11x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
ongezond;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;On the go;1-2x per jaar;Nooit;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
ongezond;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
ongezond;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;5-11x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
ongezond;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
ongezond;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Take with;5-11x per jaar;5-11x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
ongezond;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
ongezond;Negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - functional;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
ongezond;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - functional;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
ongezond;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;1x per week;2-6x per week;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
ongezond;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;Minder dan 1x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
of mensen om  akker te blijven;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;1x per maand;Nooit;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
nog meer dorst;Negatief;Relevant wanneer ik energiedrank koop;Man 35-49;On the go;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
nodig bij sporten;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
nietsd;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;2-3x per maand;2-3x per maand;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
niets in het bijzonder;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 35-49;Stocking up;3-4x per jaar;Nooit;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
niet te zoet;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 50-65;Fill up;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Niet te veel van drinken;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
niet lekker;Negatief;Relevant wanneer ik energiedrank koop;Man 50-65;Direct consumption - social;Minder dan 1x per jaar;Nooit;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
Niet kunnen slapen;Negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - social;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
niet gezond voor mij;Negatief;Relevant wanneer ik energiedrank koop;Man 50-65;Direct consumption - social;Minder dan 1x per jaar;Nooit;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
naspoelen met water;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - functional;2-3x per maand;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
na het sporten;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;1x per week;Minder dan 1x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
na het sporten;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;On the go;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Monster energy;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
monster energy;Positief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Take with;1-2x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Niet relevant wanneer ik energiedrank koop
monster energie;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Take with;2-3x per maand;2-3x per maand;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
Monster;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;3-4x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
Monster;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 35-49;Fill up;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
Monster;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;Take with;2-3x per maand;1x per week;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Monster;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
Monster;Negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - functional;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
Monster;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - functional;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
moe;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;2-6x per week;2-6x per week;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
moe;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - functional;1-2x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
mixen met wodka;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - functional;2-3x per maand;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Mix met vodka;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;5-11x per jaar;5-11x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Mierenzoet;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 15-34;On the go;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
Middelbare schooltijd (13-18 jaar);Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;3-4x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
Meestal goedkoop;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;3-4x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
max verstappen;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
matig lekker;Negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Fill up;1-2x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
light versie;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;Minder dan 1x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Lekker in combinatie met drank;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
lekker bezig zijn;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - social;1x per maand;1x per week;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Lekker;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Lekker;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
lekker;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;Stocking up;1x per week;1x per week;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
lekker;Positief;Relevant wanneer ik energiedrank koop;Man 50-65;Fill up;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
lekker;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Take with;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
lekker;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;1x per week;2-6x per week;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
lekker;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
lekker;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - functional;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
lekker;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;1x per week;1x per week;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
lekker;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - social;2-3x per maand;2-3x per maand;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
lange autorit;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Fill up;2-3x per maand;1x per maand;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Korte oppepper;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 35-49;Fill up;Minder dan 1x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
Kleine, langwerpige blikjes;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
klasgenoot;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;2-6x per week;2-6x per week;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Kater;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;On the go;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
kapotte tanden;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Direct consumption - functional;2-3x per maand;3-4x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
Kant en klare blikjes;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 35-49;Stocking up;1x per maand;1x per maand;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
Kan je helpen een vermoeiende dag door te komen;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Jongeren;Positief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Take with;Minder dan 1x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Positief;Niet relevant wanneer ik energiedrank koop
jongeren;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
jong;Positief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Take with;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Niet relevant wanneer ik energiedrank koop
jong;Positief;Niet relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - social;1-2x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Positief;Niet relevant wanneer ik energiedrank koop
Joggingbroek;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - social;1-2x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
je moet dat niet iedere dag drinken;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
is slecht voor je;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Take with;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
is lekker samen met vodka in de kroeg;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
ik drink het nooit;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Fill up;1x per maand;Nooit;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
iets nodig hebbeb om wakker te blijven;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 50-65;Fill up;Minder dan 1x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
Hyperactief;Negatief;Relevant wanneer ik energiedrank koop;Man 15-34;Take with;Minder dan 1x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
hyperactief;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;1x per week;2-6x per week;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
huismerk;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
huismerk;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - social;Nooit;Minder dan 1x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Het merk redbull;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
heel veel suiker;Negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;Minder dan 1x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Negatief;Relevant wanneer ik energiedrank koop
heel af en toe voor in de auto;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;Fill up;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Golden Power;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Stocking up;1x per maand;2-6x per week;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
gold;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;3-4x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
goedkope variant;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;On the go;3-4x per jaar;5-11x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Goedkoop (behalve red bull);Positief;Niet relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Niet relevant wanneer ik energiedrank koop
goedkoop;Positief;Relevant wanneer ik energiedrank koop;Man 15-34;Direct consumption - functional;1x per maand;1x per maand;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
goed voor ff een boost te krijgen;Positief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Take with;3-4x per jaar;Nooit;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
goed;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 15-34;Stocking up;1x per week;1x per week;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
geur;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Vrouw 35-49;Take with;5-11x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
geeft oppepper;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop;Man 35-49;On the go;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief/noch negatief;Niet relevant wanneer ik energiedrank koop
Geeft je energie;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;5-11x per jaar;5-11x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Geeft energie;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Take with;3-4x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
geeft energie;Positief/noch negatief;Relevant wanneer ik energiedrank koop;Man 50-65;Stocking up;1x per week;1x per dag;1-2x per jaar;occasional;;Positief/noch negatief;Relevant wanneer ik energiedrank koop
geeft energie;Positief;Relevant wanneer ik energiedrank koop;Man 50-65;On the go;1-2x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
geeft energie;Positief;Relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - functional;1-2x per jaar;1-2x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
geeft energie;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Direct consumption - functional;Minder dan 1x per jaar;Minder dan 1x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Geeft een opkikker;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;On the go;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
Fris;Positief;Relevant wanneer ik energiedrank koop;Vrouw 15-34;Stocking up;3-4x per jaar;3-4x per jaar;1-2x per jaar;occasional;;Positief;Relevant wanneer ik energiedrank koop
fris;Positief;Niet relevant wanneer ik energiedrank koop;Man 35-49;Direct consumption - social;1x per maand;1x per maand;1-2x per jaar;occasional;;Positief;Niet relevant wanneer ik energiedrank koop
